Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,Wi-Fi certified.5404.unit,Wi-Fi certified_unit,,,,,The unit of measure for the Wi-Fi certified column.,True
Notebooks,USB 3.2 Gen 2 (3.1 Gen 2) Type-A ports quantity.22703,USB 3.2 Gen 2 (3.1 Gen 2) Type-A ports quantity,"'1.0', '3.0'",,1.0,3.0,The number of USB 3.2 Gen 2 (3.1 Gen 2) Type-A ports on the notebook.,True
Notebooks,USB 3.2 Gen 2 (3.1 Gen 2) Type-A ports quantity.22703.unit,USB 3.2 Gen 2 (3.1 Gen 2) Type-A ports quantity_unit,,,,,The unit of measure for the USB 3.2 Gen 2 (3.1 Gen 2) Type-A ports quantity column.,True
Notebooks,Power adapter barrel connector.42778,Power adapter barrel connector,,,,,"The power adapter barrel connector is the type of connector used to connect the power adapter to the notebook. The connector must be compatible with the power adapter and the notebook in order to function properly. The most common types of connectors are 4.0mm, 6.0mm, 4.5mm, and 7.4mm.",True
Notebooks,Power adapter barrel connector.42778.unit,Power adapter barrel connector_unit,,,,,The unit of measure for the Power adapter barrel connector column.,True
Notebooks,Graphics & IMC lithography.10326,Graphics & IMC lithography,"'14.0', '22.0', '32.0'",nm,14.0,32.0,"The Graphics & IMC lithography column contains information about the lithography process used in the production of the notebook. The lithography process involves using light to print the circuit pattern on the silicon wafer. The minimum value of this column is 1.0 nm, and the maximum value is 45.0 nm. The column has a format of three-words.",True
Notebooks,Graphics & IMC lithography.10326.unit,Graphics & IMC lithography_unit,,,,,The unit of measure for the Graphics & IMC lithography column.,True
Notebooks,DVD-R Double Layer read speed.16319,DVD-R Double Layer read speed,,,,,"The read speed of the DVD-R Double Layer drive in the notebook. The speed is measured in x. For example, 8.0 x means that the DVD-R Double Layer drive can read 8.0 times the amount of data that a DVD-R drive that is reading at its maximum speed can read.",True
Notebooks,DVD-R Double Layer read speed.16319.unit,DVD-R Double Layer read speed_unit,,,,,The unit of measure for the DVD-R Double Layer read speed column.,True
Notebooks,Maximum resolution.1659,Maximum resolution,"'3840 x 2160', '1366 x 768'",pixels,,,"The maximum resolution of the notebook, measured in pixels. This can be a standard resolution, or a custom resolution set by the manufacturer.",True
Notebooks,Maximum resolution.1659.unit,Maximum resolution_unit,,,,,The unit of measure for the Maximum resolution column.,True
Notebooks,Disc types supported.1962,Disc types supported,,,,,"A list of disc types that the notebook product can read. Examples are CD, DVD, and Blu-ray. The list may not be exhaustive, and other disc types may be supported that are not listed here.",True
Notebooks,Disc types supported.1962.unit,Disc types supported_unit,,,,,The unit of measure for the Disc types supported column.,True
Notebooks,Integrated 4G WiMAX.23039,Integrated 4G WiMAX,'False',,,,"Indicates whether the notebook has integrated 4G WiMAX. If the notebook has integrated 4G WiMAX, the value will be True. If the notebook does not have integrated 4G WiMAX, the value will be False.",True
Notebooks,Integrated 4G WiMAX.23039.unit,Integrated 4G WiMAX_unit,,,,,The unit of measure for the Integrated 4G WiMAX column.,True
Notebooks,DVD+R write speed.3201,DVD+R write speed,,,,,"The DVD+R write speed is the speed at which the notebook's DVD+R drive can write to a DVD+R disc. The DVD+R write speed is represented in x speed, where x is the maximum speed at which the drive can write to the disc. For example, a DVD+R write speed of '8.0' means that the drive can write to the disc at a speed of 8x.",True
Notebooks,DVD+R write speed.3201.unit,DVD+R write speed_unit,,,,,The unit of measure for the DVD+R write speed column.,True
Notebooks,DVD-R write speed.3202,DVD-R write speed,,,,,"The DVD-R write speed is the speed at which the notebook's DVD drive can write to a DVD-R disc. The speed is measured in x, where x is the maximum write speed of the drive in megabits per second. For example, a DVD-R write speed of '8.0' means that the drive can write to a DVD-R disc at a speed of 8.0 megabits per second.",True
Notebooks,DVD-R write speed.3202.unit,DVD-R write speed_unit,,,,,The unit of measure for the DVD-R write speed column.,True
Notebooks,DVD-R Double Layer write speed.3203,DVD-R Double Layer write speed,,,,,"The DVD-R Double Layer write speed is the speed at which the DVD-R drive can write to a double-layer DVD-R disc. The speed is measured in x speed, where x is the maximum write speed of the drive in megabits per second. For example, a DVD-R drive with a 6.0 x speed can write to a double-layer DVD-R disc at a speed of 6.0 megabits per second.",True
Notebooks,DVD-R Double Layer write speed.3203.unit,DVD-R Double Layer write speed_unit,,,,,The unit of measure for the DVD-R Double Layer write speed column.,True
Notebooks,DVD+R Double Layer write speed.3204,DVD+R Double Layer write speed,,,,,The DVD+R Double Layer write speed is the speed at which the notebook's DVD+R drive can write to a double-layer DVD disc. The drive can write to the disc at a minimum speed of 1.0 x and a maximum speed of 8.0 x.,True
Notebooks,DVD+R Double Layer write speed.3204.unit,DVD+R Double Layer write speed_unit,,,,,The unit of measure for the DVD+R Double Layer write speed column.,True
Notebooks,DVD+RW write speed.3205,DVD+RW write speed,,,,,"The DVD+RW write speed is the speed at which the notebook's DVD+RW drive can write to a DVD+RW disc. The DVD+RW write speed is expressed in x speed, where x is the maximum speed at which the drive can write to the disc. For example, a DVD+RW write speed of '8.0' means that the drive can write to the disc at a maximum speed of 8.0x.",True
Notebooks,DVD+RW write speed.3205.unit,DVD+RW write speed_unit,,,,,The unit of measure for the DVD+RW write speed column.,True
Notebooks,DVD-RW write speed.3206,DVD-RW write speed,,,,,"The DVD-RW write speed is the speed at which the notebook's DVD-RW drive can write data to a DVD-RW disc. The speed is measured in x, where x is the maximum write speed of the drive in megabits per second. The minimum value is 1.0 x, and the maximum value is 8.0 x.",True
Notebooks,DVD-RW write speed.3206.unit,DVD-RW write speed_unit,,,,,The unit of measure for the DVD-RW write speed column.,True
Notebooks,CD-R write speed.3207,CD-R write speed,,,,,The CD-R write speed is the speed at which the notebook's CD-R drive can write data to a CD-R disc. The format of the CD-R write speed is a floating-point number in units of x. The minimum value is 1.0 x and the maximum value is 27.0 x.,True
Notebooks,CD-R write speed.3207.unit,CD-R write speed_unit,,,,,The unit of measure for the CD-R write speed column.,True
Notebooks,CD-RW write speed.3208,CD-RW write speed,,,,,"The CD-RW write speed is the speed at which the notebook's CD-RW drive can write data to a CD-RW disc. The format of the column is a floating point number, and the possible values are between 1.0 x and 24.0 x.",True
Notebooks,CD-RW write speed.3208.unit,CD-RW write speed_unit,,,,,The unit of measure for the CD-RW write speed column.,True
Notebooks,DVD+R read speed.3209,DVD+R read speed,,,,,"The read speed for the DVD+R drive in the notebook, measured in x speed. Minimum is 1.0 x, while the maximum is 8.0 x.",True
Notebooks,DVD+R read speed.3209.unit,DVD+R read speed_unit,,,,,The unit of measure for the DVD+R read speed column.,True
Notebooks,DVD-R read speed.3210,DVD-R read speed,,,,,"The read speed of the DVD-R drive in the notebook. The speed is in x, where x is the maximum read speed of the DVD-R drive in megabits per second. For example, 8.0 means that the DVD-R drive has a maximum read speed of 8.0 megabits per second.",True
Notebooks,DVD-R read speed.3210.unit,DVD-R read speed_unit,,,,,The unit of measure for the DVD-R read speed column.,True
Notebooks,DVD+R Double Layer read speed.3212,DVD+R Double Layer read speed,,,,,The read speed of the DVD+R Double Layer drive in the notebook. The speed is measured in x. The minimum speed is 1.0 x and the maximum speed is 8.0 x.,True
Notebooks,DVD+R Double Layer read speed.3212.unit,DVD+R Double Layer read speed_unit,,,,,The unit of measure for the DVD+R Double Layer read speed column.,True
Notebooks,DVD+RW read speed.3213,DVD+RW read speed,,,,,"The read speed of the DVD drive in the notebook. The DVD+RW read speed is the speed at which the drive can read data from a DVD+RW disc. The format of the read speed is a number, and the minimum is 1.0 x, while the maximum is 24.0 x.",True
Notebooks,DVD+RW read speed.3213.unit,DVD+RW read speed_unit,,,,,The unit of measure for the DVD+RW read speed column.,True
Notebooks,DVD-RW read speed.3214,DVD-RW read speed,,,,,The read speed of the DVD-RW drive in the notebook. The speed is measured in x. The minimum speed is 1.0 x and the maximum speed is 24.0 x.,True
Notebooks,DVD-RW read speed.3214.unit,DVD-RW read speed_unit,,,,,The unit of measure for the DVD-RW read speed column.,True
Notebooks,CD-R read speed.3215,CD-R read speed,,,,,"The CD-R read speed of the notebook, measured in x. Is it strange that notebooks have CD-R drives?",True
Notebooks,CD-R read speed.3215.unit,CD-R read speed_unit,,,,,The unit of measure for the CD-R read speed column.,True
Notebooks,CD-RW read speed.3216,CD-RW read speed,,,,,"The CD-RW read speed of the notebook, measured in x speed (multiplied by a 1000 factor). Range: 1.0 x - 24.0 x.",True
Notebooks,CD-RW read speed.3216.unit,CD-RW read speed_unit,,,,,The unit of measure for the CD-RW read speed column.,True
Notebooks,DVD-RAM read speed.3218,DVD-RAM read speed,,,,,"The read speed for DVD-RAM, with a minimum of 1.0 x and a maximum of 9.0 x.",True
Notebooks,DVD-RAM read speed.3218.unit,DVD-RAM read speed_unit,,,,,The unit of measure for the DVD-RAM read speed column.,True
Notebooks,DVD-RAM write speed.3219,DVD-RAM write speed,,,,,"The speed at which the notebook's DVD-RAM drive can write data to a disc, in multiples of 1x. 1x is equivalent to constant bitrate, real-time recording where the data is recorded at a rate of 150KB/s (or 153.6MB/hr).",True
